DATA_LAYER,FIELD,CURRENT_COVERAGE,TARGET_COVERAGE,MISSING_PERCENT,SOURCE,SOURCE_TYPE,SPORT_SCOPE,COUNTRY_SCOPE,COMPETITION_SCOPE,SEASON_SCOPE,HISTORICAL_AVAILABLE,LIVE_AVAILABLE,TIMESTAMP_AVAILABLE,EXACT_PIT_AVAILABLE,FREE,FREE_TIER_LIMIT,API_KEY_REQUIRED,DOWNLOADABLE,MATERIALIZABLE,LEGAL_ACCESS,QUALITY,RELIABILITY,UPDATE_FREQUENCY,PRIORITY,IMPLEMENTATION_STATUS
MATCH,match_id,100.0,100.0,0.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED,varies,varies,varies,varies
MATCH,competition_id,100.0,100.0,0.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED,varies,varies,varies,varies
MATCH,season_id,100.0,100.0,0.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED,varies,varies,varies,varies
MATCH,country,100.0,100.0,0.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED,varies,varies,varies,varies
MATCH,league,100.0,100.0,0.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED,varies,varies,varies,varies
MATCH,gender,100.0,100.0,0.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED,varies,varies,varies,varies
MATCH,date,100.0,100.0,0.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED,varies,varies,varies,varies
MATCH,kickoff_time,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
MATCH,timezone,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
MATCH,venue,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
MATCH,stadium,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
MATCH,latitude,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
MATCH,longitude,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
MATCH,home_team,100.0,100.0,0.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED,varies,varies,varies,varies
MATCH,away_team,100.0,100.0,0.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED,varies,varies,varies,varies
MATCH,home_team_id,100.0,100.0,0.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED,varies,varies,varies,varies
MATCH,away_team_id,100.0,100.0,0.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED,varies,varies,varies,varies
MATCH,referee,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
MATCH,round,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
MATCH,stage,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
MATCH,group,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
MATCH,aggregate,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
MATCH,attendance,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
RESULT,FT,100.0,100.0,0.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED,varies,varies,varies,varies
RESULT,HT,100.0,100.0,0.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED,varies,varies,varies,varies
RESULT,ET,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
RESULT,penalties,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
RESULT,winner,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
RESULT,score_home,100.0,100.0,0.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED,varies,varies,varies,varies
RESULT,score_away,100.0,100.0,0.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED,varies,varies,varies,varies
MATCH_STATS,possession,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
MATCH_STATS,shots,68.16,100.0,31.84,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED_PARTIAL,varies,varies,varies,varies
MATCH_STATS,shots_on_target,68.16,100.0,31.84,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED_PARTIAL,varies,varies,varies,varies
MATCH_STATS,shots_off_target,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
MATCH_STATS,blocked_shots,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
MATCH_STATS,big_chances,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
MATCH_STATS,corners,68.16,100.0,31.84,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED_PARTIAL,varies,varies,varies,varies
MATCH_STATS,offsides,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
MATCH_STATS,fouls,68.16,100.0,31.84,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED_PARTIAL,varies,varies,varies,varies
MATCH_STATS,yellow_cards,68.16,100.0,31.84,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED_PARTIAL,varies,varies,varies,varies
MATCH_STATS,red_cards,68.16,100.0,31.84,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED_PARTIAL,varies,varies,varies,varies
MATCH_STATS,free_kicks,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies
