source,country,season,league_code,url,classification,credential,target,materialized,processed,pit_validated,used_in_model
Football-Data.co.uk,England,1617,E0,https://www.football-data.co.uk/mmz4281/1617/E0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,1617,E1,https://www.football-data.co.uk/mmz4281/1617/E1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,1617,E2,https://www.football-data.co.uk/mmz4281/1617/E2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,1617,E3,https://www.football-data.co.uk/mmz4281/1617/E3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,1617,EC,https://www.football-data.co.uk/mmz4281/1617/EC.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,1718,E0,https://www.football-data.co.uk/mmz4281/1718/E0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,1718,E1,https://www.football-data.co.uk/mmz4281/1718/E1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,1718,E2,https://www.football-data.co.uk/mmz4281/1718/E2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,1718,E3,https://www.football-data.co.uk/mmz4281/1718/E3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,1718,EC,https://www.football-data.co.uk/mmz4281/1718/EC.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,1819,E0,https://www.football-data.co.uk/mmz4281/1819/E0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,1819,E1,https://www.football-data.co.uk/mmz4281/1819/E1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,1819,E2,https://www.football-data.co.uk/mmz4281/1819/E2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,1819,E3,https://www.football-data.co.uk/mmz4281/1819/E3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,1819,EC,https://www.football-data.co.uk/mmz4281/1819/EC.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,1920,E0,https://www.football-data.co.uk/mmz4281/1920/E0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,1920,E1,https://www.football-data.co.uk/mmz4281/1920/E1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,1920,E2,https://www.football-data.co.uk/mmz4281/1920/E2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,1920,E3,https://www.football-data.co.uk/mmz4281/1920/E3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,1920,EC,https://www.football-data.co.uk/mmz4281/1920/EC.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2021,E0,https://www.football-data.co.uk/mmz4281/2021/E0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2021,E1,https://www.football-data.co.uk/mmz4281/2021/E1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2021,E2,https://www.football-data.co.uk/mmz4281/2021/E2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2021,E3,https://www.football-data.co.uk/mmz4281/2021/E3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2021,EC,https://www.football-data.co.uk/mmz4281/2021/EC.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2122,E0,https://www.football-data.co.uk/mmz4281/2122/E0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2122,E1,https://www.football-data.co.uk/mmz4281/2122/E1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2122,E2,https://www.football-data.co.uk/mmz4281/2122/E2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2122,E3,https://www.football-data.co.uk/mmz4281/2122/E3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2122,EC,https://www.football-data.co.uk/mmz4281/2122/EC.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2223,E0,https://www.football-data.co.uk/mmz4281/2223/E0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2223,E1,https://www.football-data.co.uk/mmz4281/2223/E1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2223,E2,https://www.football-data.co.uk/mmz4281/2223/E2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2223,E3,https://www.football-data.co.uk/mmz4281/2223/E3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2223,EC,https://www.football-data.co.uk/mmz4281/2223/EC.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2324,E0,https://www.football-data.co.uk/mmz4281/2324/E0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2324,E1,https://www.football-data.co.uk/mmz4281/2324/E1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2324,E2,https://www.football-data.co.uk/mmz4281/2324/E2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2324,E3,https://www.football-data.co.uk/mmz4281/2324/E3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2324,EC,https://www.football-data.co.uk/mmz4281/2324/EC.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2425,E0,https://www.football-data.co.uk/mmz4281/2425/E0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2425,E1,https://www.football-data.co.uk/mmz4281/2425/E1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2425,E2,https://www.football-data.co.uk/mmz4281/2425/E2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2425,E3,https://www.football-data.co.uk/mmz4281/2425/E3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2425,EC,https://www.football-data.co.uk/mmz4281/2425/EC.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2526,E0,https://www.football-data.co.uk/mmz4281/2526/E0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2526,E1,https://www.football-data.co.uk/mmz4281/2526/E1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2526,E2,https://www.football-data.co.uk/mmz4281/2526/E2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2526,E3,https://www.football-data.co.uk/mmz4281/2526/E3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,England,2526,EC,https://www.football-data.co.uk/mmz4281/2526/EC.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,1617,SC0,https://www.football-data.co.uk/mmz4281/1617/SC0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,1617,SC1,https://www.football-data.co.uk/mmz4281/1617/SC1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,1617,SC2,https://www.football-data.co.uk/mmz4281/1617/SC2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,1617,SC3,https://www.football-data.co.uk/mmz4281/1617/SC3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,1718,SC0,https://www.football-data.co.uk/mmz4281/1718/SC0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,1718,SC1,https://www.football-data.co.uk/mmz4281/1718/SC1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,1718,SC2,https://www.football-data.co.uk/mmz4281/1718/SC2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,1718,SC3,https://www.football-data.co.uk/mmz4281/1718/SC3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,1819,SC0,https://www.football-data.co.uk/mmz4281/1819/SC0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,1819,SC1,https://www.football-data.co.uk/mmz4281/1819/SC1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,1819,SC2,https://www.football-data.co.uk/mmz4281/1819/SC2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,1819,SC3,https://www.football-data.co.uk/mmz4281/1819/SC3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,1920,SC0,https://www.football-data.co.uk/mmz4281/1920/SC0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,1920,SC1,https://www.football-data.co.uk/mmz4281/1920/SC1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,1920,SC2,https://www.football-data.co.uk/mmz4281/1920/SC2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,1920,SC3,https://www.football-data.co.uk/mmz4281/1920/SC3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2021,SC0,https://www.football-data.co.uk/mmz4281/2021/SC0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2021,SC1,https://www.football-data.co.uk/mmz4281/2021/SC1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2021,SC2,https://www.football-data.co.uk/mmz4281/2021/SC2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2021,SC3,https://www.football-data.co.uk/mmz4281/2021/SC3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2122,SC0,https://www.football-data.co.uk/mmz4281/2122/SC0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2122,SC1,https://www.football-data.co.uk/mmz4281/2122/SC1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2122,SC2,https://www.football-data.co.uk/mmz4281/2122/SC2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2122,SC3,https://www.football-data.co.uk/mmz4281/2122/SC3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2223,SC0,https://www.football-data.co.uk/mmz4281/2223/SC0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2223,SC1,https://www.football-data.co.uk/mmz4281/2223/SC1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2223,SC2,https://www.football-data.co.uk/mmz4281/2223/SC2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2223,SC3,https://www.football-data.co.uk/mmz4281/2223/SC3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2324,SC0,https://www.football-data.co.uk/mmz4281/2324/SC0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2324,SC1,https://www.football-data.co.uk/mmz4281/2324/SC1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2324,SC2,https://www.football-data.co.uk/mmz4281/2324/SC2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2324,SC3,https://www.football-data.co.uk/mmz4281/2324/SC3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2425,SC0,https://www.football-data.co.uk/mmz4281/2425/SC0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2425,SC1,https://www.football-data.co.uk/mmz4281/2425/SC1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2425,SC2,https://www.football-data.co.uk/mmz4281/2425/SC2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2425,SC3,https://www.football-data.co.uk/mmz4281/2425/SC3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2526,SC0,https://www.football-data.co.uk/mmz4281/2526/SC0.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2526,SC1,https://www.football-data.co.uk/mmz4281/2526/SC1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2526,SC2,https://www.football-data.co.uk/mmz4281/2526/SC2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Scotland,2526,SC3,https://www.football-data.co.uk/mmz4281/2526/SC3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,1617,D1,https://www.football-data.co.uk/mmz4281/1617/D1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,1617,D2,https://www.football-data.co.uk/mmz4281/1617/D2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,1617,D3,https://www.football-data.co.uk/mmz4281/1617/D3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,1718,D1,https://www.football-data.co.uk/mmz4281/1718/D1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,1718,D2,https://www.football-data.co.uk/mmz4281/1718/D2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,1718,D3,https://www.football-data.co.uk/mmz4281/1718/D3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,1819,D1,https://www.football-data.co.uk/mmz4281/1819/D1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,1819,D2,https://www.football-data.co.uk/mmz4281/1819/D2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,1819,D3,https://www.football-data.co.uk/mmz4281/1819/D3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,1920,D1,https://www.football-data.co.uk/mmz4281/1920/D1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,1920,D2,https://www.football-data.co.uk/mmz4281/1920/D2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,1920,D3,https://www.football-data.co.uk/mmz4281/1920/D3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,2021,D1,https://www.football-data.co.uk/mmz4281/2021/D1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,2021,D2,https://www.football-data.co.uk/mmz4281/2021/D2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,2021,D3,https://www.football-data.co.uk/mmz4281/2021/D3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,2122,D1,https://www.football-data.co.uk/mmz4281/2122/D1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,2122,D2,https://www.football-data.co.uk/mmz4281/2122/D2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,2122,D3,https://www.football-data.co.uk/mmz4281/2122/D3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,2223,D1,https://www.football-data.co.uk/mmz4281/2223/D1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,2223,D2,https://www.football-data.co.uk/mmz4281/2223/D2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,2223,D3,https://www.football-data.co.uk/mmz4281/2223/D3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,2324,D1,https://www.football-data.co.uk/mmz4281/2324/D1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,2324,D2,https://www.football-data.co.uk/mmz4281/2324/D2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,2324,D3,https://www.football-data.co.uk/mmz4281/2324/D3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,2425,D1,https://www.football-data.co.uk/mmz4281/2425/D1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,2425,D2,https://www.football-data.co.uk/mmz4281/2425/D2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,2425,D3,https://www.football-data.co.uk/mmz4281/2425/D3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,2526,D1,https://www.football-data.co.uk/mmz4281/2526/D1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,2526,D2,https://www.football-data.co.uk/mmz4281/2526/D2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Germany,2526,D3,https://www.football-data.co.uk/mmz4281/2526/D3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,1617,I1,https://www.football-data.co.uk/mmz4281/1617/I1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,1617,I2,https://www.football-data.co.uk/mmz4281/1617/I2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,1617,I3,https://www.football-data.co.uk/mmz4281/1617/I3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,1718,I1,https://www.football-data.co.uk/mmz4281/1718/I1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,1718,I2,https://www.football-data.co.uk/mmz4281/1718/I2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,1718,I3,https://www.football-data.co.uk/mmz4281/1718/I3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,1819,I1,https://www.football-data.co.uk/mmz4281/1819/I1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,1819,I2,https://www.football-data.co.uk/mmz4281/1819/I2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,1819,I3,https://www.football-data.co.uk/mmz4281/1819/I3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,1920,I1,https://www.football-data.co.uk/mmz4281/1920/I1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,1920,I2,https://www.football-data.co.uk/mmz4281/1920/I2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,1920,I3,https://www.football-data.co.uk/mmz4281/1920/I3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,2021,I1,https://www.football-data.co.uk/mmz4281/2021/I1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,2021,I2,https://www.football-data.co.uk/mmz4281/2021/I2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,2021,I3,https://www.football-data.co.uk/mmz4281/2021/I3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,2122,I1,https://www.football-data.co.uk/mmz4281/2122/I1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,2122,I2,https://www.football-data.co.uk/mmz4281/2122/I2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,2122,I3,https://www.football-data.co.uk/mmz4281/2122/I3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,2223,I1,https://www.football-data.co.uk/mmz4281/2223/I1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,2223,I2,https://www.football-data.co.uk/mmz4281/2223/I2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,2223,I3,https://www.football-data.co.uk/mmz4281/2223/I3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,2324,I1,https://www.football-data.co.uk/mmz4281/2324/I1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,2324,I2,https://www.football-data.co.uk/mmz4281/2324/I2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,2324,I3,https://www.football-data.co.uk/mmz4281/2324/I3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,2425,I1,https://www.football-data.co.uk/mmz4281/2425/I1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,2425,I2,https://www.football-data.co.uk/mmz4281/2425/I2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,2425,I3,https://www.football-data.co.uk/mmz4281/2425/I3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,2526,I1,https://www.football-data.co.uk/mmz4281/2526/I1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,2526,I2,https://www.football-data.co.uk/mmz4281/2526/I2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Italy,2526,I3,https://www.football-data.co.uk/mmz4281/2526/I3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Spain,1617,SP1,https://www.football-data.co.uk/mmz4281/1617/SP1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Spain,1617,SP2,https://www.football-data.co.uk/mmz4281/1617/SP2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Spain,1617,SP3,https://www.football-data.co.uk/mmz4281/1617/SP3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Spain,1718,SP1,https://www.football-data.co.uk/mmz4281/1718/SP1.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Spain,1718,SP2,https://www.football-data.co.uk/mmz4281/1718/SP2.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
Football-Data.co.uk,Spain,1718,SP3,https://www.football-data.co.uk/mmz4281/1718/SP3.csv,HISTORICAL_REAL_NON_PIT,NONE,results_stats_odds,False,False,False,False
